company_name,category,address,phone
stand alone battery and charger services,auto parts store | automobile dealers & manufacturers | industrial machinery & supplies | batteries,", ca, , , ","+15 196-388-9900, +15 194-988-119"
stand out graphics,digital & marketing agencies | packing & crating,"canada, ca, ontario, grimsby, l3m 4e8",+12 896-398-441
stand up and speak,tutoring & courses | learning | community center,"canada, ca, us, ontario, mississauga, l5l 3s3",+18 444-268-724
standard lithium,mining & gas exploration | chemicals,"canada, ca, us, british columbia, vancouver, v6b 5c6, v6e 4a6","+16 044-098-154, +16 042-592-963"
standard printing,commercial printing | signs & commercial screens,"canada, united states, ca, ca, us, ontario, south dakota, windsor, watertown, 57201, n8y 2p8","+16 058-681-754, +15 199-743-5000"
standard tool and mold,industrial machinery & supplies | automobile dealers & manufacturers | plastics products,"canada, united states, ca, texas, ontario, windsor, brownsville, ",+15 197-371-7780
standards australia,social services & ngos,"australia, au, new south wales, sydney, 2000",+61 180-003-5822
standby generator services,business consulting | industrial machinery & supplies,"canada, ca, ontario, ajax, l1s 7g1",+19 054-280-5230
standish towing and recovery,towing wrecking & roadside assistance,"canada, ca, alberta, banff, canmore, t1l 1a3, t1w 1y1",+14 037-624-8690
stanford health care,clinics - surgeons & physicians,"united states, us, district of columbia, california, washington, hayward, stanford, 94305, 94545","+16 507-234-0000, +16 504-983-333"
stanford homes,real estate developers | general contractors | real estate - agents & managers | real estate investment,"canada, ca, ontario, brampton, richmond hill, york, m6b 4j3","+14 168-906-564, +19 057-809-6100"
stang automation,electrical & wiring contractors,"canada, ca, alberta, leduc, t9e 7e4, t9e0e9","+17 806-285-626, +17 809-803-290"
stang guitars,adult entertainment clubs | musical instruments & music stores,"canada, ca, alberta, edmonton, t6e 1k8",+17 807-578-2640
stanley british primary school,middle schools | colleges & universities | elementary schools,"united states, us, colorado, denver, 80230",+13 033-600-8030
stanley nails,beauty salons,"canada, ca, british columbia, burnaby, v5h 2c3","+16 044-285-559, +16 045-683-6360"
stanley park community church,churches & religious organizations,"canada, ca, ontario, kitchener, n2a 2a4",+15 198-938-1860
stanley self storage,,"canada, ca, ontario, niagara falls, 0a6, l2e 0a6",+19 052-625-2250
stanleys olde maple lane farm,wedding venues,", ca, , , ",+16 138-212-7510
stans cottages,resorts | motels,"canada, ca, ontario, combermere, 1b0",+14 169-986-7010
stansport,industrial machinery & supplies | sporting goods store | salvage merchandise & thrift store,"united states, us, california, los angeles, 90023",+13 232-690-510
stanton chase,employment agencies & hr consulting | business consulting,"canada, china, ca, alberta, beijing, beijing, calgary, t2p 0r9","+49 211-954-980, +14 032-626-780"
stanton house inn,bed and breakfast | hotels | motels,"united states, us, connecticut, greenwich, 06830",+12 038-692-1100
stanwich energy advisors,utility companies | solar energy company | business consulting,"united states, us, connecticut, greenwich, 06831",+18 772-149-066
staple hill community hub,legislative & government institutions | security guards & patrol services | social services & ngos | executive,"united kingdom, gb, england, bristol, bs16 5hs",+44 145-486-8374
star choice collision,auto body shops | auto services | auto parts & repair shops,"canada, ca, ontario, thorold, ","+12 899-695-440, +19 052-273-4440"
star copiers,business consulting | salvage merchandise & thrift store | office supplies,"india, in, delhi, national capital territory of delhi, darya ganj, new delhi, 110002",+91 112-351-9242
star dance academy,dance schools | dance studios & schools | sports medicine & physical therapy,"canada, ca, ontario, scarborough, toronto, m1e 2p8",+14 162-832-5720
star driving school,driving schools,"canada, ca, alberta, quebec, shannon, edmonton, t6x 2h2",+17 808-020-0770
star facility services,office & industrial cleaning,"canada, ca, us, ca, saskatchewan, regina, s4w 1b4, s4p 0j3","+18 557-174-3210, +13 062-018-552"
star marketing,catering & delivery | organic farms | business consulting | vitamins & supplements,"canada, australia, ca, british columbia, queensland, brisbane, langley, v1m3b7","+16 048-884-0490, +17 785-740-778"
star nutrition,vitamins & supplements,"united states, us, texas, colorado, virginia, colorado springs, woodbridge, austin, 80918, 22192","+18 883-010-065, +15 712-854-1530, +17 196-233-603"
star promotional advertising,promotional merchandising,"canada, ca, alberta, edmonton, t5m 3b8",+17 804-157-8270
star tiling,marble | granite & stone products | home builders & renovation contractors | bath refinishing & remodeling,"canada, ca, alberta, manitoba, killarney, calgary, t3e2h9",+15 876-641-7720
star van systems,carriers & brokers | buses | shuttles & local transit | car rental,"canada, ca, ontario, stoney creek, l8e 5p6","+18 002-634-8840, +19 056-438-900"
star woodworking,cabinet makers | home builders & renovation contractors,"canada, ca, ontario, toronto, concord, vaughan, l4k 1z8","+16 478-652-930, +16 477-063-0340"
starboard hotels,churches & religious organizations | hotels,"united kingdom, gb, england, beaconsfield, hp9 2lh",+44 208-795-7711
starchevski school of ballet,dance schools | social services & ngos | music schools & instructors | dance studios & schools,"canada, ca, alberta, calgary, t3k 5p3",+14 032-268-8740
stardom dance costumes,dance studios & schools | clothing stores | salvage merchandise & thrift store,"canada, ca, alberta, calgary, ",+14 039-171-0950
stardust solar,energy - equipment & supplies,"canada, france, ca, british columbia, auvergne-rhone-alpes, parent, burnaby, v5j 3j1",+18 886-206-7330
starfield optics,ophthalmic & optical instruments & lenses,"canada, ca, ontario, caledon, ",+19 054-876-363
starfish entertainment,musicians | wedding & party planners,"canada, ca, ontario, toronto, m4k 3e4",+14 165-883-3290
starfrit,kitchen furniture & equipment,"canada, ca, quebec, longueuil, j4g 1v6","+18 003-616-232, +15 148-711-095"
starhub,tech companies | aircraft parts & services | telecommunications | energy - equipment & supplies,"singapore, sg, , , ",+65 682-016-33
stark and watson,medical supply manufacturers | community center | dentists & dental clinics,"greece, gr, attica, alimos, 17556","+30 697-200-7483, +30 210-984-56320"
starken aac sdn bhd,business consulting | industrial machinery & supplies,"malaysia, my, kuala lumpur, kuala lumpur, 58200",+60 379-838-068
starlight childrens foundation australia,social services & ngos,"australia, au, northern territory, new south wales, naremburn, berrimah, 2065",+61 130-072-7827
starlight med spa,spa & wellness centers | plastic surgery clinics,"canada, ca, ontario, woodbridge, concord, l4k 0a4",+19 055-320-0320
starling social,business consulting | digital & marketing agencies,"canada, ca, manitoba, winnipeg, r3g 2c3",+12 049-180-6700
starlink aviation,aircraft parts & services | airline companies,"canada, ca, quebec, dorval, h9p 1a2","+15 146-317-5000, +18 777-828-247"
starport managed services,business consulting | software development services,"canada, ca, ontario, prince edward island, toronto, summerside, ",+18 884-357-320
starry paradise learning centre,tutoring & courses | learning | adult entertainment clubs | language & speaking schools,"canada, ca, ontario, newmarket, l3y 8k7",+19 052-357-8880
starset jewellers,watches & jewelry stores,"canada, ca, ontario, pembroke, k8a 3m3",+16 137-357-1110
startrack,carriers & brokers | trucking and logistics | shipping couriers,"australia, au, northern territory, new south wales, victoria, east arm, kensington, melbourne, 0822, 3000",", +61 887-259-988"
startts,industrial machinery & supplies | security guards & patrol services | psychologists & counseling services | social services & ngos,"australia, au, new south wales, carramar, 2163",+61 296-466-700
startup canada,,"canada, ca, ontario, ottawa, k1p 5a9",+16 136-270-787
startup fashion week,clothing stores | adult entertainment clubs,"canada, ca, ontario, toronto, m5v 3y3, m5t 1x5",+14 168-266-159
starz mobile,electronical components retailer | phone repair & services,"canada, ca, ontario, markham, brampton, l6p 2w6, l3s 0b5","+19 059-157-827, +19 055-543-737"
state law firm,criminal justice attorneys | general practice attorneys,"canada, ca, ontario, mississauga, l5v 0a7","+16 472-262-774, +19 053-690-081"
state library of south australia,museums & art galleries | museums | libraries,"australia, au, south australia, adelaide, 5000",+61 882-077-250
state library of western australia,legislative & government institutions | libraries | executive,"australia, au, western australia, perth, 6000",+61 894-273-111
state schools relief,social services & ngos | auto services,"australia, au, victoria, dandenong south, bentleigh east, 3165","+61 387-698-400, +61 395-757-900"
states of summer,clothing stores,"canada, ca, british columbia, courtenay, v9n 1j6",+12 508-970-6710
station,fire departments & fire protection | coffee & tea shops | real estate - agents & managers | real estate rental,"canada, united states, ca, ontario, quebec, oklahoma, greater sudbury (robinson / lockerby), saint-jerome, tulsa, j7z 0e4, 74105, p3e 3n3",", +17 052-228-422, +14 503-277-777"
station b,restaurants | french restaurants,"canada, ca, quebec, val-david, longueuil, ",+18 193-200-0620
station cirque,middle schools,"canada, ca, quebec, la prairie, delson, j5b 1r8",+15 145-949-4100
station lane stables,livestock & animal raising | farms & agriculture production,"canada, ca, alberta, airdrie, ",
statum designs,furniture stores,"canada, ca, ontario, north york, toronto, m9l 1s4",+14 167-404-0100
status engineering associates,other engineering services,"canada, ca, alberta, calgary, t2c 2l8","+14 032-299-128, +14 032-454-4620"
staughton college,high schools,"australia, au, victoria, melton south, melton, 3337, victoria",+61 397-434-622
staughton group,bakeries & desserts,"australia, au, new south wales, howlong, 2643",+61 260-524-000
stavebank florist,florists | salvage merchandise & thrift store,"canada, ca, ontario, mississauga, l5g 1e4",+19 052-782-4260
stawell secondary college,middle schools | community center,"australia, au, victoria, stawell west, 3380",+61 353-581-700
stax cycle club,fitness & health centers | sports medicine & physical therapy,"canada, ca, alberta, calgary, t2g 1b5",+14 039-780-3550
stay home forever,nursing & personal care | clinics - surgeons & physicians | home builders & renovation contractors,"canada, ca, ontario, orillia, ajax, mississauga, l3v 3a8, l1s 2b9",+16 476-607-7110
